Program,Control Model,Product Area,Part Number,Part Description,Program Quantity of parts,Updated By,Reason for update,Ref Quantity,Supplier Info,Fgrp,Pos
V536,2,ART ELECTRICAL INFRASTRUCTURE,30640898.0,"SEMS SCREW M5*12*14,50 MATHREAD",3.0,,,0.0,D07FD,3760,182
V536,2,ART ELECTRICAL INFRASTRUCTURE,32350086.0,CABLE,1.0,GTORBACI,G.T 22W02 Lear V536 RFQ,0.0,,3750,423
V536,2,ART ELECTRICAL INFRASTRUCTURE,30640812.0,SEMS SCREW M6*20,1.0,SYSTEM,Price imported from SI+/epic,0.0,AEKIF,3730,015
V536,2,ART ELECTRICAL INFRASTRUCTURE,30622725.0,"SEMS SCREW M5*14*16,50",4.0,SYSTEM,Price imported from SI+/epic,0.0,AEKIF,3770,050
V536,2,ART ELECTRICAL INFRASTRUCTURE,32356220.0,INLINE HOLDER SIDE MEMBER,1.0,DCEDERGR,MAXBOM first published price.,0.0,AE1PX,3730,015
V536,2,ART ELECTRICAL INFRASTRUCTURE,32240394.0,EARTH CABLE,2.0,MOLSSONL,723B VP QOP,0.0,AEM4G,3760,175
V536,2,ART ELECTRICAL INFRASTRUCTURE,32350081.0,CABLE,1.0,GTORBACI,G.T 22W02 Lear V536 RFQ,0.0,,3750,423
V536,2,ART ELECTRICAL INFRASTRUCTURE,30640815.0,SEMS SCREW M5*25,1.0,SYSTEM,Price imported from SI+/epic,0.0,AEKIF,3730,015
V536,2,ART ELECTRICAL INFRASTRUCTURE,32294558.0,CABLE IP,1.0,JGUSTAF1,Estimation,0.0,,3740,460
V536,2,ART ELECTRICAL INFRASTRUCTURE,32212974.0,BRACKET BRAKE FLUID LEVEL SENSOR,1.0,AJONSS33,Base quote from supplier correction,0.0,AD0H4,3730,015
V536,2,ART ELECTRICAL INFRASTRUCTURE,,SEMS SCREW M6*30,0.0,SYSTEM,Price imported from SI+/epic,2.0,AEKIF,null,null
V536,2,ART ELECTRICAL INFRASTRUCTURE,32375518.0,CABLE HARNESS REAR DOOR PANEL,1.0,MOLSSONL,First estimation,0.0,,3750,094
V536,2,ART ELECTRICAL INFRASTRUCTURE,,FLANGE SCREW M6*25,0.0,SYSTEM,Price imported from SI+/epic,1.0,AEKIF,null,null
V536,2,ART ELECTRICAL INFRASTRUCTURE,,ANTI-SQUEAK TAPE 50*25*0.6,0.0,SYSTEM,Price Imported from Programs,4.0,BKAMB,null,null
V536,2,ART ELECTRICAL INFRASTRUCTURE,32286663.0,CABLE CHANNEL EVI WHEELHOUSE LID,1.0,AJONSS33,VPC84668,0.0,AE1PX,3770,015
V536,2,ART ELECTRICAL INFRASTRUCTURE,32375510.0,CABLE HARNESS FRONT DOOR,1.0,MOLSSONL,First estimation,0.0,,3750,081
V536,2,ART ELECTRICAL INFRASTRUCTURE,32265708.0,CABLE CHANNEL EVI WHEELHOUSE BOTTOM,1.0,AJONSS33,VPC84668,0.0,AE1PX,3770,015
V536,2,ART ELECTRICAL INFRASTRUCTURE,32375514.0,CABLE HARNESS REAR DOOR,1.0,MOLSSONL,First estimation,0.0,,3750,084
V536,2,ART ELECTRICAL INFRASTRUCTURE,32350076.0,CABLE,1.0,GTORBACI,G.T 22W02 Lear V536 RFQ,0.0,,3750,423
V536,2,ART ELECTRICAL INFRASTRUCTURE,32264616.0,CABLE HARNESS BUMPER REAR,1.0,SYSTEM,Price imported from program,0.0,,3760,281
V536,2,ART ELECTRICAL INFRASTRUCTURE,32350077.0,CABLE,1.0,GTORBACI,G.T 22W02 Lear V536 RFQ,0.0,,3750,423
V536,2,ART ELECTRICAL INFRASTRUCTURE,,GROUND CABLE HYBRID,0.0,CJOSEFSS,VPC85109 521H RC including updated copper price,1.0,AEJC3,null,null
V536,2,ART ELECTRICAL INFRASTRUCTURE,32375512.0,CABLE HARNESS FRONT DOOR,1.0,MOLSSONL,First estimation,0.0,,3750,082
V536,2,ART ELECTRICAL INFRASTRUCTURE,32264615.0,CABLE HARNESS TAILGATE,1.0,SYSTEM,Price imported from program,0.0,,3760,065
V536,2,ART ELECTRICAL INFRASTRUCTURE,32350078.0,CABLE,1.0,GTORBACI,G.T 22W02 Lear V536 RFQ,0.0,,3750,423
V536,2,ART ELECTRICAL INFRASTRUCTURE,32264614.0,CABLE HARNESS TAILGATE,1.0,SYSTEM,Price imported from program,0.0,,3760,065
V536,2,ART ELECTRICAL INFRASTRUCTURE,32356699.0,CABLE 2L08,1.0,GBUSIEK,Sourcing prices,0.0,,3730,436
V536,2,ART ELECTRICAL INFRASTRUCTURE,,SIX POINT SOCKET SCREW PF5*16,0.0,SYSTEM,Price imported from SI+/epic,2.0,D07FD,null,null
V536,2,ART ELECTRICAL INFRASTRUCTURE,,COVER LH,0.0,SYSTEM,Price imported from SI+/epic,1.0,BPW9A,null,null
V536,2,ART ELECTRICAL INFRASTRUCTURE,,CABLE HARNESS HIGH VOLTAGE ENGINE COMPA,0.0,SYSTEM,Price imported from SI+/epic,1.0,AEH15,null,null
V536,2,ART ELECTRICAL INFRASTRUCTURE,988894.0,FLANGE SCREW M6*25,3.0,SYSTEM,Price imported from SI+/epic,0.0,AEKIF,3760,055
V536,2,ART ELECTRICAL INFRASTRUCTURE,32343755.0,CABLE HARNESS ROOF,1.0,MOLSSONL,Estimation,0.0,,3750,010
V536,2,ART ELECTRICAL INFRASTRUCTURE,,FLANGE SCREW M8*16,0.0,SYSTEM,Price imported from SI+/epic,1.0,AEKIF,null,null
V536,2,ART ELECTRICAL INFRASTRUCTURE,,CABLE HARNESS HVCH,0.0,CJOSEFSS,VPC84892,1.0,AEH15,null,null
V536,2,ART ELECTRICAL INFRASTRUCTURE,988896.0,FLANGE SCREW M6*40,2.0,SYSTEM,Price imported from SI+/epic,2.0,AELVW,3730,015
V536,2,ART ELECTRICAL INFRASTRUCTURE,,CABLE HARNESS EL AC HIGH VOLTAGE,0.0,CJOSEFSS,VPC84892,1.0,AEH15,null,null
V536,2,ART ELECTRICAL INFRASTRUCTURE,,"FLANGE SCREW M6*18*21,3 MATHREAD",0.0,SYSTEM,Price Imported from SI+/Epic,6.0,AEKIF,null,null
V536,2,ART ELECTRICAL INFRASTRUCTURE,,"FLANGE SCREW M6*16*19,3 MATHREAD",0.0,SYSTEM,Price imported from SI+/epic,1.0,AEKIF,null,null
V536,2,ART ELECTRICAL INFRASTRUCTURE,,"FLANGE SCREW M6*25*28,27 MATHREAD",0.0,SYSTEM,Price imported from SI+/epic,2.0,AELVW,null,null
V536,2,ART ELECTRICAL INFRASTRUCTURE,,"FLANGE SCREW M6*20*23,3 MATHREAD",0.0,SYSTEM,Price imported from SI+/epic,1.0,AEKIF,null,null
V536,2,ART ELECTRICAL INFRASTRUCTURE,,FLANGE SCREW M6*20,0.0,SYSTEM,Price imported from SI+/epic,2.0,AEKIF,null,null
V536,2,ART ELECTRICAL INFRASTRUCTURE,999231.0,FLANGE SCREW M6*14,3.0,SYSTEM,Price imported from SI+/epic,2.0,AEKIF,3760,065
V536,2,ART ELECTRICAL INFRASTRUCTURE,,CABLE HARNESS EPAS,0.0,SYSTEM,Price imported from SI+/epic,1.0,AEJC3,null,null
V536,2,ART ELECTRICAL INFRASTRUCTURE,32356709.0,BRACKET F/B,1.0,DCEDERGR,MAXBOM first published price.,0.0,,3730,015
V536,2,ART ELECTRICAL INFRASTRUCTURE,30746507.0,"SIX POINT SOCKET SCREW M5*25*27,5 MATHREAD",2.0,,,0.0,AD06P,3770,010
V536,2,ART ELECTRICAL INFRASTRUCTURE,32356707.0,CABLE HARNESS ENGINE,1.0,MWESTBE1,Based on quotation from Lear and the delta between V536 and 723B.,0.0,,3730,021
V536,2,ART ELECTRICAL INFRASTRUCTURE,999234.0,FLANGE SCREW M6*25,2.0,SYSTEM,Price imported from SI+/epic,1.0,AEKIF,3730,015
V536,2,ART ELECTRICAL INFRASTRUCTURE,999235.0,FLANGE SCREW M8*16,1.0,SYSTEM,Price Imported from Programs,0.0,AEKIF,3760,175
V536,2,ART ELECTRICAL INFRASTRUCTURE,999232.0,FLANGE SCREW M6*16,1.0,SYSTEM,Price imported from SI+/epic,1.0,AEKIF,3750,010
V536,2,ART ELECTRICAL INFRASTRUCTURE,999233.0,FLANGE SCREW M6*20,6.0,SYSTEM,Price imported from SI+/epic,2.0,AEKIF,3760,175
V536,2,ART ELECTRICAL INFRASTRUCTURE,999354.0,FLANGE NUT M6*6,2.0,SYSTEM,Price imported from SI+/epic,1.0,AEKIF,3770,020
V536,2,ART ELECTRICAL INFRASTRUCTURE,32374651.0,CABLE 2L15,1.0,ADAGLI,ESTIMATION FOR VP2 GENERATED FROM COST TOOL,0.0,,3730,436
V536,2,ART ELECTRICAL INFRASTRUCTURE,32356703.0,CABLE 2L0B,1.0,GBUSIEK,Sourcing prices,0.0,,3730,436
V536,2,ART ELECTRICAL INFRASTRUCTURE,32359157.0,CABLE HARNESS UNDERBODY,1.0,RJONSS10,Quote from Lear based on V536 723C_Soursing release,0.0,,3760,180
V536,2,ART ELECTRICAL INFRASTRUCTURE,32356700.0,CABLE 2L0R,1.0,GBUSIEK,Sourcing prices,0.0,,3730,426
V536,2,ART ELECTRICAL INFRASTRUCTURE,,COVER RH,0.0,SYSTEM,Price imported from SI+/epic,1.0,BPW9A,null,null
V536,2,ART ELECTRICAL INFRASTRUCTURE,32265738.0,FUSE BOX ASSY RBFB 12V,1.0,HLEAL,Piece price update,0.0,,3760,056
V536,2,ART ELECTRICAL INFRASTRUCTURE,,FLANGE SCREW M5*20,0.0,SYSTEM,Price imported from SI+/epic,1.0,AEKIF,null,null
V536,2,ART ELECTRICAL INFRASTRUCTURE,32358105.0,CABLE IP,1.0,JBILNY,Estimated price acc to supplier quote,0.0,,3740,405
V536,2,ART ELECTRICAL INFRASTRUCTURE,32358103.0,CABLE IP,1.0,JBILNY,Estimated price acc to supplier quote,0.0,,3740,404
V536,2,ART ELECTRICAL INFRASTRUCTURE,32350581.0,CABLE FLOOR,1.0,GTORBACI,22w05d2 DW - Estimation from cost estimator,0.0,,3750,423
V536,2,ART ELECTRICAL INFRASTRUCTURE,32265693.0,FUSE BOX ASSY FBFB 12V BEV HAD,1.0,SYSTEM,Contracted price,0.0,,3730,014
V536,2,ART ELECTRICAL INFRASTRUCTURE,,CHARGE POINT COVER,0.0,SYSTEM,Price imported from SI+/epic,1.0,BQ2YA,null,null
V536,2,ART ELECTRICAL INFRASTRUCTURE,32326374.0,CABLE HARNESS REAR DOOR,1.0,SYSTEM,Price imported from program,0.0,,3750,083
V536,2,ART ELECTRICAL INFRASTRUCTURE,32326375.0,CABLE HARNESS DOOR PANEL FRONT,1.0,SYSTEM,Price imported from program,0.0,,3750,091
V536,2,ART ELECTRICAL INFRASTRUCTURE,32326376.0,CABLE HARNESS DOOR PANEL FRONT,1.0,SYSTEM,Price imported from program,0.0,,3750,092
V536,2,ART ELECTRICAL INFRASTRUCTURE,30624255.0,FLANGE SCREW M6*20,2.0,SYSTEM,Price imported from SI+/epic,2.0,AEKIF,3730,015
V536,2,ART ELECTRICAL INFRASTRUCTURE,,FLANGE SCREW M6*25,0.0,SYSTEM,Price imported from SI+/epic,2.0,AEKIF,null,null
V536,2,ART ELECTRICAL INFRASTRUCTURE,32374488.0,CABLE 2L0S,1.0,GBUSIEK,Estimate for new VP PN,0.0,,3730,436
V536,2,ART ELECTRICAL INFRASTRUCTURE,32374486.0,CABLE 2L17,1.0,GBUSIEK,Estimate for new VP PN,0.0,,3730,426
V536,2,ART ELECTRICAL INFRASTRUCTURE,32287857.0,CABLE ENGINE COMPARTMENT 2L00,1.0,GBUSIEK,APDM,0.0,,3730,404
V536,2,ART ELECTRICAL INFRASTRUCTURE,32287978.0,CABLE HARNESS BATTERY GROUND,1.0,SYSTEM,Price imported from program,0.0,AEI86,3730,024
V536,2,ART ELECTRICAL INFRASTRUCTURE,32374489.0,CABLE 2L0T,1.0,GBUSIEK,Estimate for new VP PN,0.0,,3730,436
V536,2,ART ELECTRICAL INFRASTRUCTURE,31109079.0,SEALING PLATE 40 PV0,1.0,SYSTEM,Price imported from SI+/epic,0.0,BJRAB,3740,030
V536,2,ART ELECTRICAL INFRASTRUCTURE,32359667.0,CABLE HARNESS 12V+ BATTERY,1.0,MOLSSONL,Grommet design change,0.0,,3760,182
V536,2,ART INTERIOR ROOM,32277109.0,PANEL NOZZLE PASSENGER,1.0,MKARJAL2,VPC77587 Ride down material change 21w40d4.,0.0,,8810,020
V536,2,ART INTERIOR ROOM,32277107.0,PANEL NOZZLE DRIVER,1.0,MKARJAL2,VPC77587 Ride down material change 21w40d4.,0.0,,8810,020
V536,2,ART INTERIOR ROOM,,RUBBER MAT STORAGE TRAY,0.0,SYSTEM,Price imported from SI+/epic,1.0,AD9WO,null,null
V536,2,ART INTERIOR ROOM,,AIR DUCT FRONT FLOOR PASS,0.0,SYSTEM,Price imported from SI+/epic,1.0,BQAMA,null,null
V536,2,ART INTERIOR ROOM,988868.0,SEMS SCREW M6*25,4.0,SYSTEM,Price imported from SI+/epic,4.0,AEKIF,8814,201
V536,2,ART INTERIOR ROOM,,HOSE L = 430,0.0,SYSTEM,Price imported from SI+/epic,2.0,BQ1PA,null,null
V536,2,ART INTERIOR ROOM,,FRONT STORAGE HOUSING,0.0,SYSTEM,Price imported from SI+/epic,1.0,AD9WO,null,null
V536,2,ART INTERIOR ROOM,32318141.0,CONCEALING PANEL PASSENGER,1.0,BSAMUEL8,VPC85946,0.0,AEH47,8810,050
V536,2,ART INTERIOR ROOM,,RUBBER MAT CUP HOLDER,0.0,SYSTEM,Price imported from SI+/epic,1.0,AEBVK,null,null
V536,2,ART INTERIOR ROOM,32277232.0,SCREW COVER CHARCOAL SOLID SWC,1.0,AMEDLYN,21w40 VPC78631 Change to PC/ABS,0.0,AEH47,6416,032
V536,2,ART INTERIOR ROOM,32282656.0,DOOR FRAME BOW LH FRONT,1.0,JHEINMER,Maxbom first publish,0.0,AEV1A,8511,120
V536,2,ART INTERIOR ROOM,32282657.0,DOOR FRAME BOW RH FRONT,1.0,JHEINMER,Maxbom first publish,0.0,AEV1A,8511,120
V536,2,ART INTERIOR ROOM,32266325.0,STALK MODULE 5DR CHARCOAL,1.0,ZKUZET,Price imported from program,0.0,AJ2AA,3657,100
V536,2,ART INTERIOR ROOM,32277231.0,"STEERING WHEEL COVER,CHARUPPER",1.0,AMEDLYN,21w40 VPC78631 Change to PC/ABS,0.0,AEH47,6416,032
V536,2,ART INTERIOR ROOM,32318149.0,"GAITER,CHARCOAL STEERING COLUMN",1.0,AMEDLYN,21w41 VPC79702 Gaiter moved to 723K,0.0,AEH47,8810,091
V536,2,ART INTERIOR ROOM,,RETAINER 13,0.0,SYSTEM,Price imported from SI+/epic,1.0,AEKIX,null,null
V536,2,ART INTERIOR ROOM,,PANEL CONNECTIVITY,0.0,SYSTEM,Price imported from SI+/epic,1.0,AEH47,null,null
V536,2,ART INTERIOR ROOM,32282658.0,DOOR FRAME BOW LH REAR,1.0,JHEINMER,Maxbom first publish,0.0,AEV1A,8511,121
V536,2,ART INTERIOR ROOM,32282659.0,DOOR FRAME BOW RH REAR,1.0,JHEINMER,Maxbom first publish,0.0,AEV1A,8511,121
V536,2,ART INTERIOR ROOM,32245362.0,USB - C CHARGER SINGLE PORT,4.0,SYSTEM,Price imported from SI+/epic,0.0,AEU6U,3657,205
V536,2,ART INTERIOR ROOM,30640734.0,SEMS SCREW M8*30,2.0,SYSTEM,Price imported from SI+/epic,2.0,AELVW,8814,201
V536,2,ART INTERIOR ROOM,32141017.0,WIRELESS CHARGE SYSTEM,1.0,KBORJESS,MaxBom first publish,0.0,AEVA5,3940,090
V536,2,ART INTERIOR ROOM,,"SIX POINT SOCKET SCREW PF3,5*10",0.0,SYSTEM,Price imported from SI+/epic,1.0,AEKIF,null,null
V536,2,ART INTERIOR ROOM,30640856.0,SIX POINT SOCKET SCREW PF4*16,2.0,SYSTEM,Price imported from SI+/epic,14.0,AEKIF,8825,023
V536,2,ART INTERIOR ROOM,32245363.0,USB - C CHARGER DUAL PORTS,1.0,SYSTEM,Price imported from SI+/epic,0.0,AEU6U,3657,205
V536,2,ART INTERIOR ROOM,32277235.0,"STEERING WHEEL COVER,CHARLOWER ELECTRIC",1.0,AMEDLYN,21w40 VPC78631 Change to PC/ABS,0.0,AEH47,6416,032
V536,2,ART INTERIOR ROOM,32318803.0,AIR DUCT CSD COOLING,1.0,VZEQIRAJ,VPC81983 New hose. Follow P519 solution.,0.0,AEU60,8810,025
V536,2,ART INTERIOR ROOM,32289067.0,"PADDING,CHARCOAL SOLID",1.0,HANDREA7,"TTM 21w41 VPC 79820, 79821 FDJ status & WPC change",0.0,,8825,023
V536,2,ART INTERIOR ROOM,32289069.0,"PADDING,CHARCOAL SOLID",1.0,HANDREA7,"TTM 21w41 VPC79820, 79821 FDJ status and WPC update",0.0,,8825,023
V536,2,ART INTERIOR ROOM,,LOAD MODULE PDM,0.0,,,1.0,,null,null
V536,2,ART INTERIOR ROOM,,LOAD MODULE PDM,0.0,,,1.0,,null,null
V536,2,ART INTERIOR ROOM,,SIGNAL CONFIGURATION DDM,0.0,,,1.0,,null,null
V536,2,ART INTERIOR ROOM,,LOAD MODULE DDM,0.0,,,1.0,,null,null
V536,2,ART INTERIOR ROOM,,LOAD MODULE RDDM,0.0,,,1.0,,null,null
V536,2,ART INTERIOR ROOM,,SIGNAL CONFIGURATION PDM,0.0,,,1.0,,null,null
V536,2,ART INTERIOR ROOM,32334880.0,ECU SOFTWARE STRUCTURE RDDM,1.0,,,0.0,,3652,062
V536,2,ART INTERIOR ROOM,32318139.0,CONCEALING PANEL DRIVER,1.0,BSAMUEL8,VPC85946,0.0,AEH47,8810,050
V536,2,ART INTERIOR ROOM,32297593.0,"DECOR,LIGHT ASH DRIVER",1.0,JELWING,DCM STM 22w15 VPC76402 RFQ to FDJ maturity status IP Chrome,0.0,,8810,100
V536,2,ART INTERIOR ROOM,32334881.0,ECU SOFTWARE STRUCTURE RPDM,1.0,,,0.0,,3652,072
V536,2,ART INTERIOR ROOM,,FLANGE SCREW M8*40,0.0,SYSTEM,Price imported from SI+/epic,2.0,AEKIF,null,null
V536,2,ART INTERIOR ROOM,,FLANGE SCREW M5*12,0.0,SYSTEM,Price imported from SI+/epic,2.0,AEKIF,null,null
V536,2,ART INTERIOR ROOM,30640922.0,SEMS SCREW M8*50,4.0,SYSTEM,Price imported from SI+/epic,4.0,AELVW,8814,201
V536,2,ART INTERIOR ROOM,32319807.0,LOAD MODULE RDDM,1.0,,,0.0,,3652,064
V536,2,ART INTERIOR ROOM,,USB POWER OUTLET DUAL,0.0,SYSTEM,Price imported from SI+/epic,1.0,AD0LT,null,null
V536,2,ART INTERIOR ROOM,32319805.0,SECONDARY BOOTLOADER RDDM,1.0,,,0.0,,3652,061
V536,2,ART INTERIOR ROOM,32348056.0,AIR DUCT IHU,1.0,SYSTEM,Price imported from SI+/epic,0.0,AEU60,8810,025
V536,2,ART INTERIOR ROOM,32392094.0,"PLUG,CHARCOAL SOLID SIDE PANEL",1.0,HANDREA7,"22w03: Added part VPC82428, VPC82421",0.0,,8825,035
V536,2,ART INTERIOR ROOM,32277607.0,ADAPTER COOLING IHU,1.0,SYSTEM,Price imported from SI+/epic,0.0,AEH47,8810,025
V536,2,ART INTERIOR ROOM,32218512.0,SOFTWARE SIGNING,1.0,,,0.0,,3652,070
V536,2,ART INTERIOR ROOM,32282990.0,"LOUDSPEAKER GRILLE,METAL LH REAR",1.0,JJOHAN86,22W27 VPC84954. Laser etched logo level 2,0.0,AESPJ,8511,149
V536,2,ART INTERIOR ROOM,32348569.0,"AIR OUTLET,CHARCOAL S TUNNEL",1.0,MKARJAL2,"Price approved at ATM 21w36, VPC77147, VPC77593.",0.0,,8825,046
V536,2,ART INTERIOR ROOM,32282991.0,"LOUDSPEAKER GRILLE,METAL RH REAR",1.0,JJOHAN86,22W27 VPC84954. Laser etched logo level 2,0.0,AESPJ,8511,150
V536,2,ART INTERIOR ROOM,,SEMS SCREW M6*20,0.0,SYSTEM,Price imported from SI+/epic,4.0,AELVW,null,null
V536,2,ART INTERIOR ROOM,32285109.0,GRAB HANDLE CHARCOAL RH,2.0,RFREIDLI,VPC80826 Chromed Cap,0.0,,8511,152
V536,2,ART INTERIOR ROOM,32285108.0,GRAB HANDLE CHARCOAL LH,2.0,RFREIDLI,VPC80826 Chromed Cap,0.0,,8511,152
V536,2,ART INTERIOR ROOM,32241168.0,"PANEL USB,CHARCOAL SOLID FRONT",1.0,HTORSTE1,MaxBom first publish,0.0,,8825,015
V536,2,ART INTERIOR ROOM,32319812.0,LOAD MODULE RPDM,1.0,,,0.0,,3652,074
V536,2,ART INTERIOR ROOM,32282638.0,"DOOR PANEL,CHARCOAL RH FRONT",1.0,JELWING,DCM STM 22w15 VPC76414 RFQ to FDJ maturity status DP Front pocket,0.0,AEI9C,8511,072
V536,2,ART INTERIOR ROOM,32319810.0,SECONDARY BOOTLOADER RPDM,1.0,,,0.0,,3652,071
V536,2,ART INTERIOR ROOM,32282639.0,"DOOR PANEL,CHARCOAL LH REAR",1.0,RFREIDLI,21w51 VPC73310 PO Approved,0.0,AEI9C,8511,101
V536,2,ART INTERIOR ROOM,32318203.0,"END COVER,CHARCOAL RH",1.0,AMEDLYN,VPC78693,0.0,AEH47,8810,160
V536,2,ART INTERIOR ROOM,32282637.0,"DOOR PANEL,CHARCOAL LH FRONT",1.0,JELWING,DCM STM 22w15 VPC76414 RFQ to FDJ maturity status DP Front pocket,0.0,BPTQA,8511,071
V536,2,ART INTERIOR ROOM,32297603.0,"DECOR,LIGHT ASH PASSENGER",1.0,JELWING,DCM STM 22w47 VPC80272 Delivery split up Flex,0.0,,8810,100
V536,2,ART INTERIOR ROOM,986027.0,SIX POINT SOCKET SCREW PF5*25,8.0,SYSTEM,Price imported from SI+/epic,8.0,AEKIF,8511,151
V536,2,ART INTERIOR ROOM,32318035.0,"INSTRUMENT PANEL,CHARCOAL",1.0,AMEDLYN,VPC88883,0.0,AEH47,8810,010
V536,2,ART INTERIOR ROOM,32130990.0,"BOX,CHARCOAL SOLID FRONT STORAGE",1.0,HANDREA7,"TTM 21w36  VPC78451, VPC78463",0.0,,8825,015
V536,2,ART INTERIOR ROOM,32282640.0,"DOOR PANEL,CHARCOAL RH REAR",1.0,RFREIDLI,21w51 VPC73310 PO Approved,0.0,AEI9C,8511,102
V536,2,ART INTERIOR ROOM,32277584.0,ADAPTER BRACKET CSD,1.0,AMEDLYN,21w41 VPC79653 Update CPA to TO status,0.0,,8810,012
V536,2,ART INTERIOR ROOM,32318835.0,LOUDSPEAKER GRILLE DMS,1.0,BSAMUEL8,.,0.0,AEH47,8810,141
V536,2,ART INTERIOR ROOM,945626.0,"SPRING NUT ST4,8*3",4.0,SYSTEM,Price imported from SI+/epic,2.0,B4V0A,8814,200
V536,2,ART INTERIOR ROOM,32319802.0,LOAD MODULE PDM,1.0,,,0.0,,3652,048
V536,2,ART INTERIOR ROOM,32266699.0,MSM,1.0,KBORJESS,VPC89388 ATM/DCM 22w37,0.0,AET5L,3657,230
V536,2,ART INTERIOR ROOM,32319800.0,SECONDARY BOOTLOADER PDM,1.0,,,0.0,,3652,046
V536,2,ART INTERIOR ROOM,,SIX POINT SOCKET SCREW PF3*12,0.0,SYSTEM,Price imported from SI+/epic,8.0,AEKIF,null,null
V536,2,ART INTERIOR ROOM,,FLANGE SCREW M5*20 FASTITE/PLUNGE,0.0,SYSTEM,Price imported from SI+/epic,15.0,AEKIF,null,null
V536,2,ART INTERIOR ROOM,32275921.0,"PANEL,CHARCOAL SOLID ARM REST",1.0,HTORSTE1,MaxBom first publish,0.0,,8825,020
V536,2,ART INTERIOR ROOM,30640943.0,"SIX POINT SOCKET SCREW ST4,8*22",2.0,SYSTEM,Price imported from SI+/epic,2.0,AEKIF,8810,100
V536,2,ART INTERIOR ROOM,,SIX POINT SOCKET SCREW PF4*12,0.0,SYSTEM,Price imported from SI+/epic,5.0,AEKIF,null,null
V536,2,ART INTERIOR ROOM,,SIX POINT SOCKET SCREW PF5*16,0.0,SYSTEM,Price imported from SI+/epic,4.0,AEKIF,null,null
V536,2,ART INTERIOR ROOM,30640826.0,SIX POINT SOCKET SCREW PF5*20,8.0,SYSTEM,Price imported from SI+/epic,2.0,AEKIF,8810,025
V536,2,ART INTERIOR ROOM,32289012.0,"SIDE PANEL FRONT,CHARCOALLHS",1.0,HANDREA7,TTM 21w36  VPC78448  VPC78462,0.0,,8825,040
V536,2,ART INTERIOR ROOM,31393268.0,CLIP HOUSING,10.0,SYSTEM,Price imported from SI+/epic,10.0,BQ1LA,8511,151
V536,2,ART INTERIOR ROOM,32289014.0,"SIDE PANEL,CHARCOAL SOLIDREAR UPPER LH",1.0,HANDREA7,"TTM 21w36 VPC78448, VPC78462",0.0,,8825,035
V536,2,ART INTERIOR ROOM,32289013.0,"SIDE PANEL FRONT,CHARCOALRHS",1.0,HANDREA7,"TTM 21w36: VPC78448, VPC748562",0.0,,8825,040
V536,2,ART INTERIOR ROOM,,SOUND ABSORBER CENTER STACK,0.0,SYSTEM,Price imported from SI+/epic,1.0,EX7FD,null,null
V536,2,ART INTERIOR ROOM,986135.0,"SIX POINT SOCKET SCREW ST4,8*19",4.0,SYSTEM,Price imported from SI+/epic,3.0,AEKIF,8810,050
V536,2,ART INTERIOR ROOM,32275925.0,"COVER PANEL,CHARCOAL SOLI",1.0,HTORSTE1,MaxBom first publish,0.0,,8825,020
V536,2,ART INTERIOR ROOM,32318068.0,SUBFRAME,1.0,AMEDLYN,21w41 VPC79653 Update CPA to TO status,0.0,,8810,012
V536,2,ART INTERIOR ROOM,32319795.0,SECONDARY BOOTLOADER DDM,1.0,,,0.0,,3652,040
V536,2,ART INTERIOR ROOM,,SWITCH STEERING WHEEL PIANO BLACK,0.0,SYSTEM,Price imported from SI+/epic,1.0,AEMSF,null,null
V536,2,ART INTERIOR ROOM,32241188.0,"PANEL AIR OUTLET,CH SO REAR",1.0,JELWING,DCM STM 22w15 VPC77267 RFQ to FDJ maturity status AV Panel,0.0,,8825,020
V536,2,ART INTERIOR ROOM,32319797.0,LOAD MODULE DDM,1.0,,,0.0,,3652,042
V536,2,ART INTERIOR ROOM,32241105.0,"PADDING,CHARCOAL SOLID FRONT CENTRE",1.0,HTORSTE1,"ATM 21w36 VPC73736, VPC73760",0.0,,8825,023
V536,2,ART INTERIOR ROOM,32297421.0,AIR DUCT FLOOR PASSENGER,1.0,SYSTEM,Price imported from SI+/epic,0.0,AEU60,8810,025
V536,2,ART INTERIOR ROOM,32352781.0,BRACKET FRAMEWORK UPPER,1.0,HANDREA7,21w43: TTM  VPC79818 VPC79819 Bracket material + measuring fixture,0.0,,8825,020
V536,2,ART INTERIOR ROOM,32266482.0,SWITCH POT & KV,1.0,SYSTEM,Price imported from SI+/epic,0.0,AEULV,3657,010
V536,2,ART INTERIOR ROOM,30622725.0,"SEMS SCREW M5*14*16,50",4.0,SYSTEM,Price imported from SI+/epic,6.0,AEKIF,8511,151
V536,2,ART INTERIOR ROOM,32247584.0,DISPLAY CENTER STACK 4.0,1.0,JELM1,"Updated QOP, VPC82195",0.0,AERKN,3934,010
V536,2,ART INTERIOR ROOM,32297427.0,AIR DUCT TUNNEL REAR,1.0,SYSTEM,Price imported from SI+/epic,0.0,AEU60,8825,046
V536,2,ART INTERIOR ROOM,32289021.0,"SIDE PANEL,CHARCOAL SOLIDREAR LOWER RH",1.0,HTORSTE1,MaxBom first publish,0.0,,8825,040
V536,2,ART INTERIOR ROOM,,"SPRING NUT ST4,8*3",0.0,SYSTEM,Price imported from SI+/epic,2.0,B4V0A,null,null
